Frame,GridMask,img_backbone,img_neck,extract_img_feat,get_bev_features (frozen),get_bevs,pts_bbox_head.get_detections,select_active_track_query,memory_bank,generate_empty_tracks,query_interact,_forward_single_frame_inference,simple_test_track,seg_head,motion_head,occ_head,planning_head,velo_update
2019,6.319,51.766,7.861,70.906,7.062,83.111,6.871,6.069,5.194,6.322,5.927,152.111,157.854,19.431,5.31,14.06,20.923,5.393
2020,4.582,38.121,9.995,57.211,21.798,83.685,6.887,6.773,5.583,5.183,4.916,127.493,131.864,13.337,23.4,5.871,38.311,3.725
2021,4.18,44.557,5.792,58.76,6.416,69.452,28.464,5.829,5.009,6.286,6.008,138.167,143.022,19.713,5.386,15.029,33.676,4.519
2022,4.526,22.305,24.922,56.608,13.161,73.388,18.385,5.937,5.954,5.558,13.914,137.689,142.021,25.665,5.375,5.563,47.184,4.002
2023,4.534,22.22,24.952,56.289,11.774,72.746,26.599,5.986,6.189,5.92,5.708,134.015,137.726,24.442,4.502,16.141,28.857,
2024,4.635,22.769,19.429,51.416,11.535,67.702,26.275,13.492,5.713,5.477,5.223,129.72,133.831,20.368,5.431,14.724,38.26,3.753
2025,3.897,17.886,30.33,55.933,4.843,64.766,28.843,6.454,5.594,6.611,6.214,132.681,137.171,25.258,5.194,5.175,54.162,4.21
2026,4.574,38.045,15.842,63.082,19.935,87.706,14.172,6.814,5.61,5.232,4.935,141.059,145.056,33.439,4.902,14.35,38.456,4.885
2027,4.228,20.855,24.999,54.311,5.769,71.615,17.817,6.661,4.979,6.165,5.919,129.306,134.208,12.251,26.528,6.07,49.244,4.512
2028,4.234,45.13,5.666,59.089,3.807,67.193,29.792,6.166,5.387,4.96,6.182,136.208,141.054,22.828,4.337,15.288,42.259,4.507
2029,4.007,38.484,13.565,60.108,26.126,90.384,7.014,6.561,5.594,5.257,4.959,134.93,139.586,20.077,7.113,15.046,49.262,4.336
2030,4.525,37.875,15.896,62.857,21.139,88.617,6.253,6.528,5.552,5.189,4.6,132.717,136.737,18.714,10.366,14.285,46.929,4.865
2031,4.579,38.05,15.904,63.118,20.983,88.797,12.369,5.581,6.064,5.689,5.411,139.038,142.972,14.634,20.475,5.572,46.61,4.883
2032,4.074,25.411,23.501,57.068,12.169,73.404,17.417,5.321,4.114,5.291,4.945,125.518,136.88,10.841,18.05,4.805,47.589,4.495
2033,4.504,37.763,15.904,62.707,21.469,88.807,6.328,6.758,5.708,5.379,5.073,134.65,138.634,16.118,21.555,5.164,52.987,4.848
2034,4.781,38.448,12.466,60.48,26.181,90.341,7.8,6.511,5.559,4.981,6.117,137.503,141.767,18.043,19.911,5.306,50.738,3.959
2035,4.494,37.842,15.753,62.643,20.207,87.453,6.294,6.568,5.572,5.264,4.963,131.532,135.449,19.131,9.82,13.702,54.655,4.78
2036,4.188,39.604,13.279,61.304,25.571,91.167,7.746,6.318,5.587,5.257,4.964,137.861,142.817,18.871,10.173,13.851,44.017,4.546
2037,3.698,18.941,30.102,56.533,4.735,65.059,25.382,6.53,5.559,5.182,4.583,127.015,131.388,18.58,19.404,5.046,53.218,4.078
2038,3.889,37.651,13.027,58.37,26.802,89.135,7.772,5.17,5.92,5.507,5.151,135.408,139.874,18.366,19.605,4.731,50.319,4.15
2039,4.284,39.859,11.372,59.811,26.703,90.911,7.273,6.273,5.279,4.619,6.077,136.995,141.807,22.404,4.667,14.208,39.79,4.567
2040,4.205,39.665,13.194,61.262,25.259,90.804,7.604,5.471,4.59,5.616,5.795,135.658,140.388,14.729,21.103,4.081,50.446,4.528
2041,4.194,44.936,6.279,59.581,4.328,68.192,26.356,14.739,6.02,5.657,5.41,133.996,138.693,21.587,5.878,14.362,46.964,4.479
2042,4.226,37.527,16.669,62.658,21.54,88.505,6.52,6.438,5.361,4.65,6.029,134.319,139.119,17.533,18.913,5.85,52.996,4.502
2043,4.372,37.578,18.615,64.94,21.008,90.414,6.758,6.431,5.428,4.96,6.098,136.409,140.196,18.231,19.313,5.287,51.994,4.747
2044,3.818,24.419,21.895,53.902,12.333,70.132,18.119,5.99,4.752,5.919,5.538,126.759,131.476,11.223,24.14,5.241,50.534,4.11
2045,4.5,46.747,5.015,60.848,4.77,70.292,26.436,12.986,5.825,5.441,5.15,131.872,135.914,20.96,5.602,14.165,43.045,3.679
2046,3.864,19.615,24.36,59.002,5.507,68.483,34.186,5.69,6.228,5.911,5.632,140.172,144.712,20.366,5.461,15.168,50.755,4.239
2047,4.127,37.348,16.692,62.335,20.867,87.44,6.329,5.279,5.894,4.902,5.855,132.439,137.057,15.843,21.207,4.649,51.73,4.471
2048,3.958,31.025,18.861,63.656,19.996,87.756,14.863,6.564,5.166,6.168,5.854,142.259,146.936,4.907,25.799,5.813,46.784,4.288
2049,3.873,38.247,13.61,59.609,23.391,86.873,7.705,6.466,5.286,4.576,5.933,133.477,138.039,13.536,21.09,5.586,51.15,4.203
2050,4.368,26.897,21.151,56.996,14.362,76.153,12.618,6.161,4.986,6.082,5.807,133.356,137.557,28.462,5.069,5.172,50.492,10.91
2051,4.176,20.951,24.919,54.234,11.634,70.176,18.861,6.915,5.49,6.597,5.995,136.471,141.27,25.276,4.958,15.12,38.261,4.478
2052,4.104,25.515,24.037,57.78,11.984,73.942,18.497,6.168,4.723,4.265,5.275,128.632,133.387,10.414,21.859,5.54,52.889,4.392
2053,4.078,44.33,6.348,58.893,7.168,70.235,30.983,4.781,5.933,5.551,13.85,138.862,143.535,25.209,4.963,15.338,46.78,4.419
2054,4.744,23.477,21.061,52.973,14.449,71.298,20.674,6.742,5.044,6.082,5.796,138.813,143.29,25.454,5.417,5.478,57.635,4.1
2055,4.562,46.539,5.295,60.962,4.776,70.464,28.882,5.343,6.565,6.151,5.866,136.739,140.87,24.982,5.41,5.665,53.491,3.686
2056,4.077,25.707,23.826,57.743,14.563,76.525,27.088,4.422,5.474,5.185,4.881,137.69,142.783,22.038,3.328,12.305,50.54,4.417
2057,4.136,44.807,6.177,59.282,4.461,68.005,27.452,6.427,5.847,5.459,5.197,135.459,140.205,20.565,5.835,13.914,47.968,4.446
2058,4.075,25.524,23.846,57.52,13.327,74.983,12.002,4.855,5.247,4.851,4.637,128.32,132.107,10.301,20.627,3.679,46.145,4.359
2059,3.61,37.861,15.742,61.009,20.732,85.646,12.852,5.832,4.769,5.939,5.709,137.183,141.596,17.876,20.064,4.98,53.308,4.085
2060,4.626,22.864,20.716,52.855,11.765,69.399,18.589,5.462,4.211,5.415,5.157,123.056,127.15,11.948,20.368,4.65,55.245,3.713
2061,4.486,40.93,10.609,60.51,4.588,69.705,6.666,5.797,4.996,6.266,6.001,134.35,138.268,21.159,5.818,15.105,46.723,4.825
2062,4.595,41.443,6.331,57.009,5.992,67.711,27.73,5.853,5.232,4.601,6.026,132.919,137.111,20.428,5.691,13.02,43.914,3.791
2063,4.799,38.5,10.737,57.633,25.522,86.967,7.695,6.238,5.183,6.301,6.002,133.66,137.956,18.132,19.88,4.854,52.18,4.001
2064,4.749,27.214,24.704,67.614,14.335,85.972,21.236,6.571,5.219,4.593,14.055,147.798,152.026,25.739,5.403,5.432,45.474,
2065,4.504,46.604,5.383,60.96,4.323,69.898,28.521,6.627,5.632,5.147,4.554,136.957,140.768,21.308,5.418,13.925,45.737,4.809
2066,3.948,38.585,13.444,59.973,25.39,89.399,7.35,5.85,5.039,6.276,5.983,135.433,140.038,20.808,6.021,14.423,48.685,4.26
2067,4.652,47.259,5.211,61.79,4.856,71.445,28.192,5.876,4.759,5.778,5.535,135.107,139.152,22.237,5.974,14.186,51.581,3.789
2068,3.874,37.967,13.35,59.067,22.907,85.821,5.542,6.695,5.476,4.726,6.048,129.963,134.425,13.908,21.392,3.932,57.203,4.154
2069,4.649,41.701,6.161,57.031,27.316,89.004,5.659,4.976,5.898,5.5,5.179,132.011,136.1,19.112,9.674,5.987,48.787,3.706
2070,3.877,23.563,21.515,52.798,15.34,72.104,20.024,6.977,5.576,5.182,4.553,130.488,135.104,33.213,5.397,15.593,44.279,4.167
2071,4.238,26.318,21.706,56.528,13.994,74.9,19.933,6.911,5.522,5.147,4.895,139.762,143.954,12.941,23.268,4.639,47.806,4.971
2072,4.516,37.754,16.192,62.969,16.825,84.411,20.188,6.14,4.945,6.253,5.955,142.825,146.811,12.967,21.306,3.966,53.524,4.805
2073,4.803,23.414,23.782,55.644,10.502,70.016,20.973,5.446,4.013,5.075,4.873,123.904,128.346,9.959,20.78,13.165,43.597,4.116
2074,4.606,41.484,6.297,56.994,5.981,67.657,26.182,6.296,5.198,6.359,6.064,133.46,137.886,18.466,19.013,5.487,46.924,4.051
2075,4.799,18.598,31.227,58.21,6.372,68.321,23.75,6.984,5.536,5.145,4.516,128.658,132.909,32.295,5.059,15.34,43.63,3.955
2076,4.41,21.882,25.054,55.763,12.791,73.011,33.391,5.709,4.679,5.892,5.663,135.333,139.258,4.721,24.359,16.228,36.995,4.79
2077,4.755,38.211,10.736,57.314,25.536,86.665,7.322,4.971,5.992,5.657,5.405,132.347,136.548,18.032,8.552,13.921,46.087,3.993
2078,4.41,46.012,5.454,60.301,4.715,69.55,27.926,6.145,5.418,4.995,6.133,135.857,139.666,17.72,19.744,5.904,52.928,4.717
2079,4.495,37.804,12.08,58.872,24.639,88.093,7.149,6.09,5.045,6.195,5.888,132.722,136.666,18.382,9.953,14.585,45.841,3.578
2080,3.591,23.703,21.24,52.262,15.036,71.076,21.546,5.717,4.605,5.915,5.647,129.327,133.571,11.631,21.385,4.354,58.972,4.011
2081,4.613,22.788,20.691,52.734,11.488,68.945,30.577,5.157,5.163,4.798,5.759,133.033,137.069,23.109,4.526,13.865,46.574,3.706
2082,4.114,20.499,24.886,53.679,13.017,70.903,19.204,6.344,5.025,5.754,5.501,129.524,134.194,11.315,22.786,6.167,52.581,4.469
2083,3.654,23.917,21.416,52.737,12.138,68.704,18.119,5.372,4.269,3.868,4.879,118.938,123.32,11.23,17.184,4.404,40.009,4.071
2084,4.567,41.341,4.933,55.021,22.831,82.52,7.075,6.271,5.446,5.144,4.858,126.344,130.458,19.586,7.384,13.59,44.503,3.599
2085,5.146,31.182,16.89,64.165,18.909,87.017,14.039,5.442,5.955,5.519,5.275,139.759,144.334,14.763,21.413,4.92,49.784,4.148
2086,4.574,37.864,10.363,57.396,28.102,90.168,5.487,5.446,4.624,5.927,5.678,133.672,138.071,18.688,6.634,14.332,47.08,3.914
2087,3.759,22.501,21.389,51.31,11.36,66.471,25.834,10.874,4.82,4.603,4.246,123.39,127.777,14.532,4.882,12.249,44.651,4.04
2088,4.123,44.61,6.593,59.433,7.51,71.158,29.729,6.156,13.613,6.096,5.798,147.889,152.587,24.461,4.501,16.006,40.734,4.45
2089,4.473,40.944,4.735,54.522,27.249,86.35,6.739,6.149,5.479,5.172,4.873,130.111,134.383,22.424,5.707,13.304,43.903,3.806
2090,4.04,20.268,31.872,60.236,5.186,69.556,33.467,6.454,5.877,5.537,5.259,142.718,147.391,21.702,5.575,15.03,51.735,4.382
2091,4.121,44.419,6.56,59.235,7.352,70.804,29.567,5.373,5.011,6.165,5.852,139.303,144.055,15.77,21.126,4.715,55.225,4.454
2092,4.091,20.347,24.801,53.338,12.914,70.046,22.602,5.123,5.881,5.477,5.011,130.163,134.879,18.71,18.267,5.952,49.385,4.41
2093,4.068,37.069,16.723,61.895,20.874,86.893,6.421,5.366,5.899,5.478,5.092,130.954,135.676,16.016,20.87,4.351,59.658,4.355
2094,4.154,20.756,25.123,54.203,11.788,70.287,19.469,5.646,6.017,5.599,5.377,129.325,132.868,11.72,23.145,5.811,58.468,4.498
2095,4.145,44.775,6.348,59.405,6.472,70.083,28.006,5.131,5.296,6.182,5.873,136.939,141.714,13.29,20.891,5.963,57.652,4.463
2096,3.932,19.888,24.442,59.501,5.385,68.881,30.553,6.476,5.449,6.626,5.962,137.898,142.388,25.054,5.501,6.068,56.891,4.219
2097,4.798,42.306,5.495,56.182,6.408,66.354,28.311,5.004,5.887,5.547,5.151,131.837,136.085,18.062,21.171,5.574,44.212,3.967
2098,4.195,39.568,11.46,59.423,4.945,68.616,8.348,5.795,5.06,6.178,5.87,135.61,140.158,18.455,8.19,13.106,56.504,4.464
2099,4.058,43.342,6.693,58.239,7.003,69.501,26.571,5.565,4.674,5.812,5.527,133.588,138.304,18.601,7.326,13.789,50.991,4.43
2100,4.101,20.808,24.983,54.06,11.635,69.845,17.188,6.783,5.342,4.897,6.063,125.912,130.61,32.339,5.463,5.851,44.768,4.408
2101,4.229,21.144,24.881,54.5,11.726,70.551,18.643,6.229,4.78,5.715,5.487,127.783,138.482,25.669,4.729,16.086,54.574,4.549
2102,4.385,40.698,12.337,61.865,5.153,71.56,27.869,4.641,13.694,6.095,5.834,136.585,140.353,20.002,6.161,16.047,42.822,4.724
2103,3.815,24.457,21.918,54.076,12.569,70.487,20.833,6.162,4.756,5.888,5.639,129.738,141.611,4.729,24.571,4.306,63.935,4.147
2104,4.676,22.948,20.684,52.981,11.748,69.479,19.841,5.276,4.143,5.256,5.013,122.114,126.179,10.281,5.187,5.556,61.022,3.652
2105,3.885,24.565,22.205,54.441,10.252,68.663,17.713,5.38,4.485,4.281,3.987,113.688,117.91,13.329,17.535,3.724,39.394,
2106,4.654,38.212,10.445,57.992,24.222,86.998,7.126,6.428,5.103,6.156,5.838,133.207,137.391,16.178,21.268,4.878,50.84,3.765
2107,4.523,27.249,21.159,57.75,15.028,77.808,18.644,6.736,5.528,4.972,6.043,141.746,146.335,12.149,24.819,5.108,61.712,11.127
2108,3.837,19.496,24.245,58.65,5.19,67.809,27.523,6.113,5.523,6.569,5.97,133.47,137.977,24.92,4.99,15.219,26.707,4.177
2109,4.582,22.304,24.904,56.453,11.338,72.567,32.84,5.414,5.641,5.312,13.497,141.086,145.006,24.351,4.935,14.875,31.589,3.672
2110,4.114,39.241,11.563,59.087,26.425,89.744,6.729,5.99,5.27,4.594,5.997,134.493,139.359,18.66,7.767,14.001,33.407,4.519
2111,4.62,41.674,5.169,56.112,28.865,89.721,5.525,6.657,5.553,5.193,4.921,133.069,137.172,14.447,21.111,5.787,48.809,3.738
2112,3.963,43.911,6.39,58.262,4.223,66.582,31.363,6.223,5.483,5.164,4.916,136.222,140.756,21.781,14.901,5.683,36.018,4.284
2113,3.901,24.704,21.97,54.492,12.704,71.099,20.596,6.896,5.539,5.201,4.917,130.469,134.98,32.487,5.247,15.214,28.024,4.166
2114,3.999,44.015,6.33,58.374,4.308,66.71,25.516,5.168,6.537,6.202,5.927,130.708,135.34,24.591,5.592,14.742,20.783,4.318
2115,4.519,46.485,5.345,60.881,4.045,69.569,31.974,13.308,6.106,5.7,5.43,139.018,143.079,23.463,5.669,15.245,12.942,4.851
2116,4.111,25.748,24.112,58.122,13.68,76.008,11.533,5.475,4.012,5.226,4.964,129.454,141.178,22.845,10.924,4.199,14.821,4.432
2117,4.292,21.275,24.839,54.733,12.819,71.946,33.898,5.722,4.432,5.147,5.276,142.464,146.176,14.495,20.91,5.001,16.123,4.626
2118,4.237,37.579,16.637,62.721,21.754,88.787,7.068,5.153,6.035,5.646,5.354,135.578,140.656,18.039,8.311,13.855,17.97,4.555
2119,4.062,20.26,24.735,53.125,13.156,70.457,27.824,5.411,6.204,5.821,5.552,135.95,141.94,19.878,4.916,14.901,7.077,4.36
2120,3.986,36.403,20.099,64.512,13.662,82.259,20.52,6.693,5.52,5.109,4.868,141.414,147.465,15.886,20.808,5.442,8.985,4.341
2121,4.734,38.277,12.551,59.135,24.903,87.745,7.094,6.65,5.415,5.0,6.17,133.836,139.399,14.88,20.902,5.39,8.806,3.928
2122,4.329,26.598,24.848,60.12,15.128,79.884,13.045,6.338,5.112,6.288,6.008,140.627,146.07,13.135,21.407,6.132,9.187,5.018
2123,4.243,20.988,25.095,54.599,11.799,70.762,34.019,6.481,14.185,6.522,6.142,145.832,150.947,24.669,5.61,14.965,5.892,4.565
2124,4.269,26.273,21.677,56.519,14.942,75.913,13.886,6.172,4.833,5.839,5.59,136.252,148.747,4.301,24.083,5.102,16.406,4.896
2125,5.03,31.104,19.399,66.381,17.401,87.632,14.366,6.55,5.339,4.603,5.709,140.614,146.443,12.581,20.251,6.186,15.592,4.158
2126,4.059,25.352,21.973,55.478,13.676,73.303,20.783,6.394,5.034,6.217,5.922,140.469,144.735,12.9,20.202,16.272,4.863,4.843
2127,4.733,47.414,5.374,62.257,4.943,70.623,29.684,6.48,5.461,6.659,6.002,138.322,142.757,25.009,4.533,16.373,5.861,3.927
2128,4.613,22.14,24.905,56.288,12.771,73.834,32.462,6.627,5.538,13.886,6.451,145.016,150.401,25.47,4.774,16.535,6.612,3.753
2129,4.72,38.238,12.35,60.069,25.976,90.827,7.597,6.809,5.631,5.253,4.578,135.598,140.944,14.431,22.2,5.524,8.362,3.719
2130,4.511,22.235,24.991,56.256,11.627,72.517,26.799,5.913,4.938,6.179,5.909,137.216,141.277,18.109,19.042,5.343,5.839,4.845
2131,4.488,27.108,21.167,57.561,13.464,76.086,20.321,5.456,5.991,5.692,5.36,141.644,147.18,11.234,24.088,5.843,18.909,11.202
2132,4.803,18.581,31.201,58.172,6.254,68.145,32.726,6.744,13.977,6.448,5.979,140.53,146.096,23.908,5.251,13.971,14.1,3.939
2133,4.633,47.288,5.277,61.83,4.469,69.678,29.424,6.559,5.958,5.598,5.365,137.375,141.909,21.656,5.299,14.488,22.049,4.035
2134,4.455,46.59,5.18,60.7,4.298,69.563,31.972,5.059,5.989,5.604,5.338,137.779,141.768,17.514,17.771,5.228,16.41,4.767
2135,4.831,38.51,12.651,59.635,25.676,89.115,7.82,5.73,5.108,6.202,5.908,136.041,141.709,13.125,21.472,4.287,17.926,4.083
2136,5.154,30.818,16.013,62.958,18.367,85.239,15.152,5.668,5.457,4.972,6.14,138.68,143.354,33.058,5.28,15.372,13.768,4.152
2137,4.656,22.809,20.657,52.804,12.062,69.58,20.171,13.457,5.348,4.974,4.653,132.439,136.548,20.347,4.718,12.858,18.296,3.691
2138,4.053,43.844,6.433,58.29,3.971,66.415,29.71,6.575,5.908,5.565,5.204,134.769,139.572,21.466,5.178,15.15,36.651,4.377
2139,4.699,47.4,5.204,62.028,4.792,70.272,33.207,6.228,5.49,5.1,4.424,139.139,143.383,18.806,16.871,5.31,16.498,3.94
2140,4.093,37.139,19.58,64.94,18.187,87.371,13.209,5.837,4.627,5.953,5.7,139.757,146.056,12.355,19.866,6.224,23.096,4.52
2141,4.87,42.43,6.914,58.239,6.806,69.336,28.025,4.996,5.982,5.65,5.287,136.384,141.191,19.479,8.506,14.686,22.54,4.569
2142,4.167,44.931,6.268,59.565,24.974,88.822,7.211,6.324,5.071,6.222,5.929,135.771,140.773,12.751,19.984,5.789,36.733,4.491
2143,4.107,25.525,23.52,57.332,13.044,74.618,11.526,5.375,4.183,5.269,5.04,121.513,126.437,11.307,18.231,5.63,19.178,4.452
2144,4.5,37.862,15.888,62.787,21.459,88.876,7.068,6.367,5.453,5.0,6.23,135.611,139.524,17.879,19.681,6.15,25.324,4.79
2145,4.328,45.803,5.774,60.295,4.861,69.649,28.909,5.425,5.878,5.629,14.065,132.979,139.091,4.2,25.074,14.278,36.278,
2146,3.841,37.494,12.927,58.047,23.709,85.734,11.766,5.992,4.686,5.878,5.623,135.721,140.626,12.008,22.158,5.672,28.765,4.585
2147,3.99,20.018,24.547,59.891,5.562,69.536,25.148,6.432,4.823,5.824,5.579,132.343,144.186,4.765,24.262,14.517,14.368,4.309
2148,3.993,38.517,11.526,58.061,25.653,87.992,6.34,6.437,5.17,6.334,5.989,135.3,140.43,18.545,10.095,14.273,14.735,4.559
2149,4.201,39.476,13.34,61.242,26.495,92.036,6.353,5.537,5.117,6.263,5.946,138.762,145.014,17.817,19.282,5.862,16.904,4.541
2150,3.91,24.762,22.038,54.708,13.73,72.479,13.056,6.206,4.97,6.213,5.938,124.664,129.176,12.914,21.459,4.924,16.729,4.2
2151,4.556,41.379,6.316,56.884,29.095,90.713,5.852,6.702,5.574,5.207,4.936,132.786,138.174,15.034,20.822,6.015,8.473,3.725
2152,4.083,37.201,19.431,64.805,16.486,85.423,14.473,6.694,5.582,5.259,4.975,137.562,143.63,15.056,21.114,5.211,6.704,4.39
2153,4.52,22.151,25.021,56.243,11.596,72.485,27.176,14.233,6.155,5.865,5.586,138.192,142.17,21.63,5.917,14.928,6.848,4.903
2154,4.044,38.716,10.503,57.302,26.28,87.708,7.859,6.388,5.193,6.346,6.035,136.273,142.229,15.831,20.262,5.788,8.335,4.584
2155,5.115,31.212,16.802,64.273,17.173,85.619,23.195,6.257,5.506,5.02,6.176,148.959,155.199,18.941,16.813,5.098,8.263,4.697
2156,4.065,23.631,21.099,53.189,11.688,69.423,19.811,5.584,5.342,5.037,4.77,136.252,141.924,15.507,12.579,4.409,7.746,10.953
2157,4.137,20.691,24.956,53.958,5.69,71.134,34.191,5.628,4.717,5.871,5.598,142.599,147.799,18.645,16.492,5.761,9.489,4.502
2158,4.214,39.697,11.398,59.535,23.251,87.05,12.205,5.191,5.98,5.473,5.001,137.041,142.081,14.045,20.659,15.843,5.543,4.478
2159,4.658,22.971,20.686,53.006,11.658,68.133,29.282,5.388,4.679,5.683,5.336,133.577,137.994,18.233,4.55,13.495,6.301,3.997
2160,5.089,30.99,16.719,63.733,14.982,82.573,19.893,6.925,5.472,4.988,6.129,141.576,146.866,12.251,23.626,6.07,15.867,4.302
2161,3.826,37.384,12.779,57.75,27.103,88.764,7.663,5.252,6.097,5.626,5.33,135.114,140.879,12.821,20.673,5.62,7.633,4.107
2162,4.668,38.182,10.416,57.943,22.351,85.078,8.311,6.431,5.216,6.327,6.001,132.958,137.292,18.005,18.614,5.576,6.937,3.755
2163,3.878,43.553,6.803,58.121,7.137,69.312,29.678,13.678,6.107,5.766,5.43,137.247,143.145,21.96,5.319,14.795,7.012,4.281
2164,4.396,21.762,25.103,55.684,5.311,71.893,32.215,14.46,6.291,5.922,5.623,142.332,146.539,22.741,5.747,13.714,7.845,3.754
2165,4.03,44.026,6.72,58.854,7.134,70.185,27.492,5.816,4.787,5.945,5.682,136.519,142.62,17.463,20.836,4.594,15.72,4.424
2166,4.157,37.552,16.621,62.54,19.681,86.561,13.444,6.708,5.6,5.234,4.949,139.463,144.596,16.365,21.055,4.414,19.069,4.553
2167,3.957,31.044,19.726,64.522,20.792,89.403,9.738,5.775,6.014,5.601,5.332,138.558,144.539,11.18,24.34,5.091,14.592,4.287
2168,4.025,38.446,13.495,60.061,25.647,89.947,6.996,5.603,4.746,5.884,5.621,134.894,139.717,20.927,6.119,15.618,5.682,4.491
2169,4.095,25.695,24.091,58.025,12.243,74.494,19.015,6.208,4.84,4.377,5.455,129.298,134.47,23.642,8.248,13.42,7.09,4.46
2170,4.648,47.278,6.451,63.047,5.88,73.692,31.762,5.787,13.845,6.245,5.975,143.701,148.084,24.29,5.248,15.531,6.891,3.781
2171,4.209,39.712,13.145,61.303,25.126,90.74,8.342,6.681,5.587,5.15,4.561,137.246,143.539,14.529,20.97,6.182,18.094,4.535
2172,4.445,37.792,16.011,62.712,19.289,86.566,14.184,6.734,5.61,5.244,4.975,138.566,142.734,16.968,11.218,13.45,9.732,4.82
2173,4.227,39.691,11.507,59.666,23.611,87.616,7.856,6.199,5.571,5.155,4.899,134.774,141.095,23.388,6.08,16.265,6.95,4.796
2174,4.657,41.982,5.35,56.719,6.261,66.413,29.015,4.943,6.281,5.843,5.589,132.945,138.306,22.848,5.682,15.281,7.814,4.131
2175,4.787,38.42,10.69,58.712,24.467,86.874,7.751,5.761,4.573,5.905,5.637,133.565,139.159,30.224,4.908,16.446,7.003,4.219
2176,3.995,44.012,6.62,58.62,7.076,69.821,28.749,5.791,4.86,5.979,5.631,137.781,143.759,18.838,6.966,13.656,9.313,4.324
2177,5.122,27.745,18.303,56.11,18.18,85.362,14.782,5.337,6.092,5.688,5.432,137.517,143.232,14.839,20.639,5.993,8.967,4.143
2178,4.794,27.629,18.103,55.467,17.82,78.385,15.142,5.637,5.944,5.486,5.148,138.098,143.895,15.656,19.989,6.023,17.093,11.144
2179,4.504,46.513,5.468,60.992,4.668,70.168,25.981,6.265,5.521,5.137,4.521,132.022,136.077,21.393,5.625,13.87,5.531,4.843
2180,4.187,39.554,11.523,59.497,26.938,90.779,7.009,5.812,4.764,5.949,5.701,137.356,143.609,17.531,21.066,5.07,17.084,4.757
2181,4.879,18.693,31.323,58.529,6.338,68.975,32.64,6.354,14.12,6.5,6.12,142.019,147.986,24.51,5.725,15.422,5.653,4.329
2182,3.667,38.686,12.512,58.63,25.883,88.672,7.831,6.576,5.121,6.254,5.893,135.856,142.059,17.789,20.553,5.13,7.818,4.494
2183,4.259,26.493,21.601,56.632,14.471,75.522,16.409,6.793,5.382,4.996,6.139,138.557,144.085,12.289,23.662,5.346,8.724,11.055
2184,4.397,26.747,24.962,60.543,14.838,80.254,14.134,5.272,5.395,4.971,6.17,142.215,147.837,29.054,5.442,16.081,6.566,12.616
2185,3.643,24.007,21.45,52.9,14.812,71.568,21.307,6.546,5.28,4.577,6.012,129.403,135.241,4.758,6.058,5.044,6.665,4.056
2186,4.205,26.032,21.823,56.25,13.998,74.659,20.416,6.82,5.646,5.388,5.091,130.089,136.252,12.808,23.738,4.918,17.14,
2187,4.5,22.184,25.019,56.179,5.386,72.332,24.942,6.682,5.194,6.202,5.908,137.703,142.93,12.111,24.321,4.85,7.274,5.047
2188,4.026,25.286,21.947,55.321,13.364,72.939,19.935,6.469,5.073,6.196,5.878,143.168,156.959,25.289,3.865,15.656,6.48,6.107
2189,4.449,40.57,12.485,62.036,26.305,92.983,6.766,6.504,5.597,5.171,4.587,137.191,142.421,19.076,9.307,14.471,6.857,4.864
2190,3.682,42.597,6.892,56.949,6.697,67.501,29.237,6.264,5.372,4.945,6.165,135.95,141.642,18.989,6.816,14.946,7.892,4.059
2191,3.997,38.666,13.515,60.207,25.666,89.94,7.113,6.293,5.453,4.981,6.223,136.513,142.536,19.21,7.061,13.199,8.218,4.311
2192,3.943,38.411,13.593,59.879,22.623,86.564,6.393,6.305,5.4,4.656,6.109,132.129,138.1,16.838,20.624,5.828,8.374,4.307
2193,4.095,20.398,24.742,53.386,5.517,69.266,27.337,5.365,6.224,5.828,5.437,133.78,138.766,19.456,5.384,15.049,7.556,4.441
2194,4.508,37.91,15.969,62.931,21.434,88.997,6.794,6.569,5.726,5.36,5.049,136.688,141.872,19.27,9.475,15.107,8.58,5.08
2195,4.455,46.311,5.473,60.623,3.643,68.82,26.264,5.705,4.58,5.871,5.613,134.021,139.083,17.761,20.287,5.335,8.488,5.046
2196,3.739,23.849,23.939,55.344,12.977,72.241,33.287,5.827,5.993,5.591,14.069,143.821,149.771,4.247,24.684,5.167,7.277,4.116
2197,4.261,20.88,25.222,54.67,13.083,72.133,34.726,5.886,13.986,6.333,6.044,147.1,153.436,25.423,5.327,15.62,6.911,4.616
2198,4.176,25.848,23.789,58.054,12.627,75.021,19.096,6.327,4.969,4.525,5.569,138.358,143.663,30.583,5.086,5.209,14.767,4.615
2199,4.261,45.277,6.342,60.163,27.503,92.035,6.374,6.185,5.481,4.762,6.106,138.222,143.215,18.654,8.933,14.2,5.264,4.6
2200,4.241,20.978,25.101,54.578,5.614,71.826,33.585,14.291,5.693,5.234,4.961,143.28,149.603,20.642,5.241,15.162,6.142,4.6
