Frame,GridMask,img_backbone,img_neck,extract_img_feat,get_bev_features (frozen),get_bevs,pts_bbox_head.get_detections,select_active_track_query,memory_bank,generate_empty_tracks,query_interact,_forward_single_frame_inference,simple_test_track,seg_head,motion_head,occ_head,planning_head,velo_update
4836,5.114,21.841,37.879,69.94,5.56,80.768,32.132,6.601,5.956,5.487,5.131,154.324,160.169,23.554,5.058,14.706,31.956,5.532
4837,6.149,34.553,19.806,66.743,18.599,91.841,14.514,5.836,5.655,5.229,4.592,154.928,160.605,12.462,24.919,6.048,22.121,13.995
4838,6.356,35.161,20.273,68.252,19.539,94.435,17.361,5.225,6.365,5.246,4.646,166.096,171.871,19.407,9.55,13.989,15.792,14.116
4839,6.378,29.031,26.654,66.946,15.804,87.806,21.27,5.9,6.234,5.89,5.581,159.082,164.73,21.139,5.325,14.392,13.781,5.33
4840,6.103,22.022,36.412,70.65,6.222,83.122,28.864,6.319,5.616,5.262,4.985,151.377,156.8,22.06,5.341,14.668,14.305,5.008
4841,5.488,45.583,19.976,76.565,19.048,101.224,14.14,5.759,6.033,5.636,5.289,156.586,162.943,13.601,24.735,4.512,13.693,5.928
4842,4.951,52.208,7.914,70.162,7.386,82.731,29.853,13.251,6.039,5.684,5.423,152.489,158.254,21.929,5.588,5.45,5.218,5.472
4843,4.898,52.315,8.015,70.24,7.437,82.562,6.112,6.475,5.389,4.635,6.08,151.621,157.647,18.58,9.919,15.003,6.065,5.608
4844,6.045,50.388,6.965,69.462,29.409,105.101,5.847,6.226,5.029,6.361,6.052,151.338,156.909,16.822,21.367,5.452,7.428,5.11
4845,6.133,28.045,35.17,75.501,6.211,87.975,32.183,14.405,6.149,5.773,5.521,160.561,165.983,17.539,4.058,12.472,4.758,5.051
4846,5.564,25.531,30.701,67.391,13.297,86.396,34.306,15.066,6.155,5.903,5.6,163.665,169.987,22.432,5.67,15.603,6.383,6.005
4847,5.533,31.586,26.327,69.04,14.82,89.556,16.425,5.783,6.032,14.376,6.538,158.434,164.768,4.199,26.161,5.534,16.6,5.926
4848,4.757,23.182,20.915,53.661,13.987,72.581,20.231,7.249,5.663,14.066,6.553,141.362,146.752,4.639,26.53,5.317,16.442,3.806
4849,5.0,18.837,29.922,57.504,4.568,66.006,28.301,5.152,6.071,5.633,5.264,134.156,139.856,19.95,9.339,15.624,14.456,4.362
4850,4.341,21.035,25.209,54.939,11.946,71.328,18.262,7.249,5.693,14.042,6.579,140.694,146.952,4.237,26.361,5.4,6.943,4.885
4851,4.31,26.397,24.507,59.736,14.482,80.432,12.103,5.95,4.768,5.869,5.644,135.186,140.763,11.924,24.118,3.993,24.395,
4852,3.927,47.114,5.239,60.095,4.526,68.552,26.223,5.542,4.712,5.77,5.558,130.834,135.3,23.36,5.556,6.008,23.678,4.23
4853,4.11,37.444,16.943,62.665,19.935,86.742,5.91,6.224,5.192,6.358,6.054,134.128,140.479,18.555,11.204,14.634,15.482,4.627
4854,4.457,45.895,5.917,60.888,28.506,94.126,5.544,5.08,5.896,5.439,5.098,137.313,142.652,19.036,19.048,6.058,7.691,3.734
4855,3.8,43.114,7.035,57.855,7.068,68.946,29.62,6.594,5.882,5.507,5.095,138.776,144.831,19.506,7.306,13.867,7.234,4.258
4856,4.712,23.024,19.781,52.194,13.263,70.314,19.469,6.958,5.623,14.021,6.536,137.865,143.154,4.461,25.329,5.741,9.398,3.76
4857,4.167,39.343,11.659,59.384,24.164,87.961,8.028,6.231,5.404,4.689,6.121,136.646,143.004,20.036,4.858,15.189,7.626,4.875
4858,3.968,24.798,22.474,55.272,10.675,70.032,17.374,4.463,4.83,4.512,4.164,121.594,133.548,15.94,7.334,12.475,3.965,4.503
4859,4.281,37.872,19.358,65.819,18.197,88.41,13.255,5.728,6.047,5.689,5.394,141.78,146.841,11.549,22.299,5.182,8.3,4.608
4860,4.761,23.564,21.079,54.189,11.504,69.395,27.143,4.917,3.849,4.994,4.703,128.085,132.493,19.001,3.88,13.759,4.55,4.025
4861,4.193,20.73,25.124,54.292,11.858,70.45,24.873,5.908,5.953,5.591,14.057,142.679,148.051,25.443,5.392,15.625,6.69,4.653
4862,4.413,26.897,25.145,60.924,14.905,80.471,13.551,6.816,5.679,5.247,4.616,143.751,149.3,14.966,11.971,5.639,9.627,5.406
4863,4.414,26.29,21.936,57.387,14.657,77.021,18.831,7.075,5.683,5.298,4.986,143.513,149.447,13.404,23.821,4.539,6.984,11.379
4864,4.73,41.994,5.132,56.65,28.186,88.233,5.967,5.25,5.881,5.358,5.019,132.642,138.611,19.661,9.117,16.49,6.585,4.447
4865,4.281,39.899,13.255,61.745,27.542,93.823,6.038,5.702,6.255,5.817,5.571,141.219,147.591,20.83,5.474,5.654,16.163,5.98
4866,11.229,31.496,16.89,63.629,19.344,86.985,5.989,6.015,5.042,6.351,6.092,133.569,139.6,18.718,10.448,15.255,8.295,4.581
4867,4.843,19.035,30.181,57.567,4.787,66.429,28.01,5.528,13.858,5.844,5.536,134.042,140.06,22.343,5.723,5.51,16.078,4.427
4868,3.901,24.594,22.336,54.752,10.205,68.884,17.043,4.352,4.63,4.202,3.947,119.888,126.143,10.378,19.062,4.844,14.673,4.439
4869,4.319,26.803,24.769,60.363,14.242,79.49,24.114,5.236,5.989,5.679,14.081,148.453,152.987,4.334,26.434,4.953,15.532,11.213
4870,4.148,25.778,24.15,58.259,12.508,75.06,15.557,6.32,5.016,4.639,4.276,127.268,132.646,11.189,23.68,5.16,8.191,4.509
4871,4.243,37.784,19.369,65.704,21.766,91.843,12.958,6.054,5.054,6.266,5.61,144.173,149.734,16.511,8.879,13.791,7.177,4.626
4872,3.936,48.306,6.485,62.678,6.234,72.947,31.452,6.01,14.209,6.587,6.218,144.799,150.718,4.055,24.214,6.282,16.877,4.271
4873,4.811,23.621,21.187,54.518,14.583,72.832,20.982,6.303,4.851,5.95,5.613,131.114,137.071,12.523,11.35,5.901,9.812,4.075
4874,4.211,39.515,11.555,59.527,20.552,84.202,13.342,6.849,5.732,5.395,5.057,139.47,145.66,15.163,21.241,5.526,8.721,4.788
4875,4.254,39.812,11.618,59.974,27.836,92.184,6.404,6.263,5.483,5.039,6.25,140.532,146.932,20.229,10.417,15.356,8.367,4.841
4876,4.174,20.398,24.697,59.806,5.546,69.676,19.119,5.964,4.646,5.936,5.612,129.649,135.761,12.654,13.054,13.828,7.079,4.76
4877,4.868,42.718,6.901,59.4,6.657,70.081,29.306,5.592,5.721,14.189,6.609,140.95,146.625,20.208,5.269,16.382,6.551,5.318
4878,3.998,24.909,22.078,55.009,13.583,72.699,20.835,6.112,4.822,6.034,5.793,132.029,138.277,13.561,12.938,15.167,8.641,4.307
4879,4.383,21.476,25.215,55.463,11.98,71.926,19.365,7.181,5.672,14.066,6.573,142.326,147.211,4.544,26.621,5.773,9.695,4.907
4880,4.454,26.978,24.946,60.949,15.2,87.379,12.898,6.275,5.086,6.341,6.063,142.072,148.009,13.669,22.6,5.993,8.281,5.515
4881,4.554,22.182,25.366,56.669,11.867,73.253,27.376,6.663,5.646,14.018,6.542,139.64,143.967,4.494,26.413,5.627,8.155,3.812
4882,11.131,31.416,19.65,66.201,18.972,89.437,14.168,6.363,5.314,6.429,6.075,146.216,152.3,18.657,9.788,15.197,8.584,5.582
4883,4.06,20.026,24.475,59.987,5.589,69.753,33.924,14.401,5.858,5.477,5.162,141.878,148.046,24.116,5.432,16.186,6.65,4.449
4884,4.151,44.644,6.558,59.521,7.274,71.09,30.117,13.829,5.852,5.47,5.146,138.956,144.078,18.142,19.648,15.32,6.349,4.854
4885,4.174,20.32,24.801,53.513,5.602,69.621,17.515,5.78,6.002,5.587,13.94,133.877,138.824,4.341,24.705,15.673,4.893,4.483
4886,3.765,38.761,10.861,57.265,25.274,86.548,7.679,6.797,5.643,5.276,4.982,134.361,140.261,16.966,12.446,14.515,7.05,4.428
4887,3.781,43.245,5.919,56.803,6.706,67.718,30.524,6.586,5.653,5.299,4.985,137.712,143.918,20.368,7.979,16.613,6.491,4.732
4888,4.899,23.763,21.23,53.595,11.551,69.127,28.127,5.177,4.544,4.132,5.139,133.08,139.297,19.901,4.607,4.4,13.966,4.407
4889,3.798,24.223,21.453,53.427,14.784,72.281,20.052,7.012,5.661,5.287,5.038,132.441,137.238,13.382,24.848,6.113,25.627,4.546
4890,4.871,18.538,6.833,59.502,6.374,69.659,31.771,6.237,4.736,5.935,5.647,138.072,143.667,4.583,25.952,5.275,28.675,4.065
4891,4.712,23.22,20.947,53.674,14.216,71.408,21.152,6.354,5.006,6.316,6.071,131.662,135.95,12.366,26.001,5.855,38.058,4.015
4892,4.406,45.958,5.849,60.633,4.308,69.466,26.983,6.3,5.569,5.3,4.973,131.084,136.009,23.55,5.759,6.12,9.524,
4893,4.164,25.756,21.964,56.071,13.971,74.504,12.735,5.979,4.775,5.955,5.688,129.71,143.772,13.214,22.26,6.219,5.798,6.233
4894,4.713,47.463,6.654,63.587,6.315,75.023,32.195,6.997,5.727,5.417,5.115,139.331,144.728,13.181,25.302,6.009,5.492,4.987
4895,4.566,38.159,18.656,65.982,21.281,92.148,6.059,6.668,5.747,5.401,5.072,138.995,144.107,19.586,9.55,13.265,5.371,6.318
4896,5.253,31.156,16.875,64.445,15.106,83.602,14.769,6.185,5.152,5.963,5.7,139.744,145.992,17.915,11.919,13.984,7.052,4.467
4897,3.756,24.17,21.532,53.298,12.193,69.448,16.055,5.831,4.499,4.193,3.928,119.852,125.633,10.946,20.631,3.934,6.311,4.289
4898,4.71,23.166,20.941,53.572,13.894,72.305,18.266,7.019,5.611,5.256,4.607,128.392,132.667,12.872,25.044,4.547,7.21,3.911
4899,4.261,45.195,6.405,60.125,4.734,69.211,27.694,5.443,6.036,5.581,13.983,137.457,143.776,25.271,5.683,6.888,6.025,4.824
4900,4.1,20.147,24.628,53.019,5.913,70.692,18.27,6.397,4.938,6.003,5.732,137.228,143.275,4.529,25.879,6.709,5.991,5.755
4901,3.998,24.898,22.378,55.309,10.546,69.904,17.886,5.334,4.323,3.96,4.945,122.347,128.604,11.625,9.951,4.623,11.43,4.484
4902,3.939,43.856,5.838,57.62,27.597,89.284,6.944,5.914,5.119,6.316,6.029,135.225,139.863,21.345,5.393,5.093,15.493,4.268
4903,3.804,38.877,12.736,59.298,26.536,89.991,8.116,6.716,5.909,5.553,5.191,140.058,145.84,22.257,5.222,14.477,5.26,5.438
4904,4.368,26.646,21.856,57.269,14.868,76.632,12.773,5.702,4.604,5.979,5.743,128.74,135.455,13.319,12.422,14.159,6.403,4.876
4905,3.893,22.941,21.606,52.274,12.381,68.635,17.63,4.045,4.9,4.613,4.398,126.075,131.908,19.999,4.307,4.538,6.38,4.326
4906,4.524,37.88,11.544,58.385,22.187,85.195,6.89,6.591,5.684,5.33,5.039,131.312,135.311,20.102,8.688,14.749,6.613,4.881
4907,4.085,35.106,16.105,59.421,18.514,82.164,14.475,6.811,5.692,5.333,5.036,138.116,144.286,17.224,12.375,14.76,7.615,4.659
4908,3.936,24.67,22.225,54.812,10.036,68.806,26.018,3.865,4.608,11.368,5.071,128.628,134.839,2.895,20.403,3.679,5.56,4.407
4909,3.945,44.012,7.063,58.973,7.488,70.537,30.048,13.3,6.247,5.677,5.425,138.234,142.79,23.137,5.631,15.301,6.383,4.228
4910,4.258,37.931,16.76,63.261,21.156,88.814,6.371,6.651,5.664,5.325,5.009,136.692,142.991,19.496,9.412,15.797,7.279,4.8
4911,4.225,39.518,12.269,60.359,18.158,83.198,14.094,5.464,5.943,5.533,5.191,139.76,146.147,16.418,12.454,14.707,6.299,6.022
4912,4.9,47.021,5.994,61.635,6.78,72.538,6.862,6.34,5.174,6.268,5.902,140.081,146.346,18.085,10.451,14.812,8.354,4.533
4913,3.871,22.854,21.582,52.099,14.819,70.896,22.796,5.98,4.737,6.058,5.794,132.156,138.356,13.524,12.347,14.736,7.891,4.174
4914,11.279,31.663,19.71,66.687,16.303,87.319,18.627,5.916,4.666,5.97,5.715,146.126,152.208,13.14,22.316,5.483,8.34,5.632
4915,4.199,39.402,13.525,61.323,26.712,92.482,6.567,6.016,5.19,6.33,5.871,137.489,143.013,18.818,8.258,6.394,5.438,3.817
4916,4.116,20.101,24.657,60.422,5.527,70.26,32.768,5.723,6.353,5.977,5.636,141.224,147.333,19.752,5.139,5.501,6.214,4.685
4917,4.367,39.543,11.562,60.069,25.791,90.6,6.209,6.557,5.425,6.285,5.666,138.148,143.832,14.28,21.527,6.513,5.778,4.055
4918,4.008,24.928,22.489,55.475,11.285,70.88,16.842,5.103,3.999,5.052,4.79,122.647,129.149,10.95,18.391,4.983,4.59,4.499
4919,3.678,24.095,21.375,52.955,14.944,71.769,21.486,6.849,5.542,6.342,6.052,133.014,137.89,14.152,12.321,14.609,6.586,4.091
4920,4.79,38.533,10.542,58.911,23.864,89.089,7.917,6.553,6.026,5.749,5.567,132.597,137.714,3.587,24.127,5.641,4.957,
4921,3.945,24.792,22.453,55.642,11.298,72.932,10.685,5.371,4.422,4.149,3.891,113.086,119.745,13.472,15.856,5.022,4.631,
4922,4.42,37.815,18.74,65.407,20.843,90.784,9.757,5.555,6.092,5.859,5.597,136.124,141.106,13.184,12.639,6.294,14.434,
4923,4.266,39.772,13.53,61.892,5.247,71.779,25.994,14.717,5.952,5.68,5.404,133.894,140.154,21.83,5.759,5.931,8.657,
4924,4.087,39.09,11.666,58.94,19.74,82.801,10.815,5.728,6.041,5.658,5.391,134.776,140.825,12.198,23.69,5.693,6.798,4.645
4925,4.412,26.834,25.029,60.783,14.694,80.36,12.484,5.895,4.662,6.005,5.731,140.321,146.028,13.08,11.503,13.56,7.301,12.711
4926,4.277,45.048,6.424,60.053,7.361,71.797,29.96,6.263,5.466,5.038,6.276,140.518,146.854,22.079,5.66,5.76,16.589,4.624
4927,4.324,37.834,16.693,63.202,21.191,88.844,6.142,6.316,5.078,6.227,5.947,136.68,143.022,5.189,25.771,3.972,9.598,4.849
4928,4.718,41.825,5.198,56.523,5.983,66.062,26.6,6.603,5.887,5.388,5.075,133.599,139.252,22.297,5.645,15.548,6.494,4.278
4929,4.243,20.829,25.098,54.437,11.235,70.06,34.911,6.305,5.628,5.245,4.986,142.371,147.869,21.915,5.561,5.422,15.786,3.946
4930,3.944,46.242,5.463,59.358,7.427,71.088,29.873,4.734,6.485,6.261,6.017,141.75,147.733,3.927,25.431,5.78,8.821,5.585
4931,3.884,22.712,21.437,51.855,12.146,67.995,16.875,5.49,4.074,5.094,4.85,128.011,133.439,10.374,22.927,4.311,7.161,4.509
4932,3.669,38.079,15.857,61.483,20.852,86.501,6.721,6.458,5.039,6.222,5.927,133.791,138.63,18.878,10.429,15.223,8.36,4.462
4933,4.351,44.686,6.097,59.792,4.327,70.006,32.971,5.414,14.107,6.571,6.222,139.892,146.245,4.218,26.437,5.091,7.188,
4934,4.154,25.634,22.033,56.005,14.105,74.496,19.313,5.644,5.987,5.533,5.187,135.766,141.932,13.536,24.314,5.156,8.199,5.8
4935,4.3,37.761,19.064,65.473,19.184,89.231,14.513,6.816,5.69,5.321,5.022,146.561,152.835,16.714,12.411,14.85,7.975,5.912
4936,3.698,23.931,21.25,52.646,14.492,71.001,20.037,7.009,5.636,5.239,4.951,130.138,136.248,13.487,24.483,5.118,8.466,4.097
4937,4.697,23.153,20.785,53.335,11.835,69.99,18.251,5.448,4.205,5.206,4.917,123.577,135.368,3.824,22.26,4.176,6.381,3.759
4938,4.024,37.211,19.573,64.883,21.218,90.375,6.649,6.16,5.167,6.328,6.026,138.48,143.863,18.874,18.304,5.302,8.396,4.987
4939,4.554,46.529,6.003,61.692,6.869,73.205,28.733,6.554,5.615,5.04,6.28,141.882,146.964,19.075,10.013,15.33,5.79,4.883
4940,3.997,19.732,33.627,61.239,5.047,70.3,25.954,5.761,4.954,6.222,5.933,135.373,141.387,20.293,5.609,5.456,15.991,4.36
4941,4.239,37.562,16.665,62.733,21.582,88.671,6.898,6.589,5.738,5.416,5.028,137.32,143.607,18.845,10.489,15.56,6.455,4.734
4942,3.711,23.791,21.142,52.524,11.88,68.306,16.465,5.613,4.077,5.006,4.728,119.364,131.325,3.473,23.322,4.774,6.305,4.33
4943,4.54,38.017,18.574,65.711,20.367,90.804,11.198,6.158,4.924,6.002,5.752,141.652,146.043,13.651,12.852,14.186,7.098,5.246
4944,4.511,22.096,24.849,56.02,13.21,73.903,18.869,7.001,5.589,5.247,5.001,131.744,137.082,13.192,21.012,4.765,6.862,4.939
4945,4.083,39.02,11.635,58.863,20.272,83.358,13.786,6.821,5.706,5.357,5.046,136.844,142.928,15.312,12.604,13.869,6.341,4.677
4946,4.037,43.005,6.231,57.332,7.323,68.836,31.139,4.946,6.555,6.26,5.976,140.196,145.971,20.665,5.698,6.098,9.609,4.638
4947,4.771,46.788,6.07,62.411,7.226,74.768,27.818,5.639,4.794,5.988,5.724,143.222,148.673,19.105,8.566,15.88,6.52,4.986
4948,4.948,23.933,21.216,53.832,14.425,72.142,33.759,6.271,4.707,5.962,5.711,135.555,149.058,4.783,26.463,4.5,9.566,4.131
4949,4.613,38.19,15.826,63.275,20.845,88.868,6.973,5.817,4.805,6.035,5.759,135.89,141.113,16.577,8.73,14.782,8.132,5.133
4950,5.208,31.221,19.81,67.43,18.224,89.878,14.61,6.632,5.439,4.713,6.17,145.806,151.672,19.193,10.069,15.603,6.908,5.498
4951,5.193,29.536,16.176,56.018,19.609,86.918,14.38,5.28,5.941,5.536,5.214,141.569,147.445,17.172,12.382,15.012,5.112,4.433
4952,4.404,38.044,19.01,65.897,19.939,90.532,13.956,6.877,5.402,4.706,6.134,147.977,153.018,14.609,20.829,5.725,9.351,6.108
4953,4.053,44.171,6.854,59.139,7.134,70.426,29.061,6.601,5.901,5.525,5.182,140.103,146.161,21.466,5.224,5.15,16.464,4.382
4954,4.266,45.173,6.271,60.01,4.899,69.293,28.782,6.677,5.721,5.386,6.605,139.05,145.425,4.494,25.604,4.736,7.783,4.826
4955,4.714,42.126,6.565,58.191,29.232,91.097,6.272,6.378,5.667,5.273,4.516,137.354,142.908,19.946,9.001,15.7,7.142,5.132
4956,5.195,31.157,16.863,64.322,15.321,83.688,14.817,6.815,5.663,5.224,4.643,138.945,144.862,15.603,12.073,13.791,7.353,4.44
4957,4.585,22.266,25.012,56.46,11.682,72.892,34.423,6.441,4.985,6.323,6.073,139.927,145.257,12.578,25.712,14.802,8.21,5.211
4958,4.333,45.399,6.374,60.448,4.944,69.815,28.359,6.028,5.723,5.387,6.605,138.675,145.056,4.754,24.211,5.923,8.851,4.824
4959,3.977,43.945,6.879,58.823,28.552,91.426,5.971,6.163,5.492,5.168,4.573,137.89,143.95,22.983,5.995,6.233,9.12,5.639
4960,4.219,39.7,11.586,59.787,23.999,88.133,7.502,6.118,5.078,6.38,6.094,137.266,143.517,17.091,20.793,5.104,6.1,4.757
4961,3.983,24.803,22.402,55.214,10.515,69.725,17.571,5.604,4.439,4.114,3.9,121.071,127.749,11.2,17.383,4.354,7.775,4.51
4962,4.37,45.082,6.549,60.398,20.277,85.178,17.048,6.308,5.033,6.262,5.948,142.02,145.886,13.217,11.772,14.531,8.376,4.724
4963,4.46,26.768,21.67,57.353,14.65,76.494,13.343,5.425,5.815,5.42,5.116,136.373,141.992,17.451,10.231,15.69,7.04,11.393
4964,4.207,37.676,19.576,65.668,21.295,91.479,6.832,6.882,5.617,5.015,6.148,139.717,145.145,13.714,22.578,5.345,8.292,4.827
4965,4.119,43.945,6.789,59.125,27.42,90.915,7.551,6.403,5.625,5.295,4.665,137.213,143.57,22.202,5.68,5.248,15.385,4.657
4966,4.013,24.967,22.048,55.08,13.669,72.885,20.343,7.072,5.623,5.224,4.602,130.767,136.956,12.828,26.471,6.298,5.827,4.319
4967,4.013,24.954,22.696,55.696,10.075,69.828,20.193,5.737,4.379,3.949,4.92,124.75,130.763,10.13,20.125,4.664,7.819,4.498
4968,4.613,46.827,6.011,62.083,6.974,73.759,27.579,5.244,6.035,5.665,5.208,140.159,144.242,17.265,12.269,14.302,6.365,4.949
4969,4.577,22.264,25.073,56.517,13.236,74.442,18.798,6.443,4.893,5.868,5.605,139.113,144.171,4.671,26.502,5.886,7.985,4.939
4970,4.717,41.79,4.962,56.102,26.23,87.185,6.856,6.208,4.96,5.922,5.579,132.43,137.708,12.429,23.89,6.254,5.802,3.986
4971,4.256,20.935,25.201,54.693,13.276,72.581,28.424,6.123,4.754,5.919,5.649,141.211,147.418,4.737,25.874,5.6,17.053,5.946
4972,4.591,22.356,25.194,56.799,11.596,73.135,30.907,6.611,5.666,13.983,6.527,145.529,150.875,4.408,26.344,5.958,6.073,5.199
4973,4.031,38.578,11.65,58.526,26.269,90.146,6.6,5.513,4.691,5.978,5.724,136.609,142.567,18.448,10.123,16.232,6.532,5.577
4974,4.815,23.188,20.946,54.015,11.948,72.333,19.15,6.275,4.974,4.678,4.431,123.661,129.043,12.158,22.682,4.621,7.817,
4975,4.182,25.774,21.947,56.098,13.757,74.197,20.358,5.853,5.963,5.561,14.013,143.991,149.52,4.26,25.628,5.412,7.947,5.207
4976,4.826,23.634,21.098,54.443,12.044,70.221,18.551,4.815,4.966,4.471,4.164,123.481,129.046,11.116,20.857,4.891,7.86,4.136
4977,4.911,42.931,7.056,58.626,7.013,69.597,30.2,13.693,6.137,5.679,5.394,138.103,142.834,19.443,6.579,16.51,6.773,4.463
4978,4.295,37.901,16.781,63.336,21.349,89.137,6.683,6.627,5.649,5.247,5.003,137.085,143.503,19.997,8.527,13.494,6.258,4.85
4979,3.961,22.987,21.383,52.328,12.11,68.564,16.611,4.529,4.763,4.398,4.109,119.979,126.308,10.692,19.897,4.228,6.454,4.467
4980,4.631,40.361,13.191,62.832,28.09,95.697,6.365,6.023,5.187,6.338,6.04,142.737,146.845,20.014,6.44,15.532,6.417,5.124
4981,4.591,22.277,25.229,56.724,13.34,74.742,18.549,6.324,4.992,5.96,5.664,132.837,137.847,11.895,24.837,4.484,21.249,4.94
4982,4.898,38.806,10.915,58.379,24.41,86.705,7.351,6.594,5.63,5.262,4.953,132.907,137.584,19.654,7.748,15.152,30.882,4.168
4983,3.97,24.822,22.056,54.867,13.637,72.587,20.32,7.052,5.179,6.257,6.001,133.903,138.829,12.452,26.214,6.213,20.971,4.297
4984,4.031,38.538,11.712,58.338,25.251,87.708,7.455,5.147,5.981,5.574,5.216,134.247,139.143,19.719,8.535,15.216,12.577,4.311
4985,4.375,45.412,5.998,60.16,24.293,89.196,6.229,6.345,5.24,6.404,6.048,135.092,140.494,17.323,11.909,14.001,14.095,3.804
4986,4.66,22.796,19.607,51.669,13.401,69.882,18.667,7.0,5.455,5.041,6.178,127.213,131.474,12.768,25.207,4.754,17.107,3.883
4987,4.292,39.894,11.537,60.021,5.037,88.328,6.591,6.803,6.591,6.227,5.953,137.63,143.978,3.865,24.457,5.085,15.578,4.848
4988,4.269,37.85,19.29,65.7,20.049,90.352,13.344,6.494,5.464,4.981,5.963,145.382,151.782,18.557,9.716,14.622,7.712,5.958
4989,4.328,26.47,21.871,57.027,15.277,76.769,13.787,6.862,5.626,5.238,4.954,138.75,144.486,16.679,12.525,15.034,8.544,4.999
4990,3.971,24.992,22.711,55.702,11.249,71.066,17.75,5.334,4.005,5.109,4.788,123.916,129.878,10.704,18.826,4.074,6.873,4.438
4991,4.967,18.914,31.35,58.943,6.002,68.797,32.878,4.77,5.781,13.971,6.508,139.716,144.28,24.706,5.467,4.861,15.241,4.128
4992,4.531,22.311,25.183,56.608,13.267,74.534,19.444,5.639,6.038,5.658,5.445,133.447,138.833,4.763,26.188,5.55,7.897,4.89
4993,4.276,45.314,6.119,60.0,24.228,88.649,13.016,5.832,4.766,5.882,5.595,141.586,147.849,15.923,9.136,14.462,7.873,4.862
4994,4.248,45.247,6.243,60.034,4.696,69.131,32.888,6.549,5.708,5.376,5.008,143.597,149.933,23.581,5.797,5.891,16.374,4.831
4995,4.122,37.403,19.799,65.471,19.481,89.389,13.683,5.986,5.017,5.768,5.501,143.731,149.831,15.555,21.727,4.794,6.972,5.772
4996,4.524,41.004,12.397,62.485,25.527,92.65,15.483,6.208,13.948,6.107,5.802,147.537,152.722,23.876,5.723,6.091,16.32,4.885
4997,4.354,26.749,25.023,60.531,13.65,78.826,18.395,6.84,5.439,5.02,6.198,144.222,149.562,12.817,26.351,5.869,8.304,4.936
4998,3.822,37.533,12.879,58.0,26.298,88.242,7.686,6.382,5.243,6.368,6.051,136.734,142.544,17.379,10.279,15.039,8.293,4.138
4999,3.954,19.485,33.139,60.441,4.932,69.313,26.871,5.148,6.604,6.149,5.864,135.149,141.351,3.576,6.091,5.049,7.094,4.41
5000,4.818,22.15,25.216,55.91,13.267,73.177,18.554,7.061,5.544,5.154,4.497,138.777,144.295,12.664,25.665,5.131,16.566,4.864
5001,4.231,37.64,16.787,62.911,20.589,87.81,13.202,5.994,4.968,6.303,5.98,141.685,147.975,18.551,9.637,15.141,5.394,4.696
5002,4.65,46.985,4.891,61.115,4.492,70.419,27.89,6.607,5.623,5.248,4.988,128.823,134.271,13.304,24.072,5.278,8.564,4.02
5003,3.821,22.402,29.884,59.76,5.022,68.838,29.585,5.326,5.844,5.496,13.888,138.553,144.27,4.218,25.267,5.614,8.257,5.456
5004,4.804,38.451,10.753,58.849,24.523,87.091,7.594,6.05,5.009,6.268,6.005,135.751,141.346,18.189,11.681,14.517,6.468,4.252
5005,4.709,41.85,5.089,56.301,5.062,66.293,26.159,6.655,5.926,5.529,5.199,133.627,139.157,22.737,4.665,16.081,5.857,4.103
5006,4.289,39.89,11.555,60.058,27.836,92.311,6.094,5.798,4.976,6.226,5.925,139.601,145.933,19.815,6.641,16.0,14.871,4.853
5007,4.917,23.884,21.238,53.724,14.356,71.938,24.318,6.821,5.224,6.291,6.028,135.537,141.696,12.495,25.813,6.107,22.157,4.075
5008,4.787,23.398,20.987,53.972,11.954,69.382,19.438,6.071,5.04,4.666,4.368,122.78,127.181,15.008,11.069,13.426,35.176,3.962
5009,4.568,22.228,31.486,62.6,4.209,71.435,28.016,5.584,6.561,6.113,5.812,137.937,141.88,24.588,5.584,6.068,49.651,4.898
5010,4.957,29.221,16.119,55.361,18.011,78.539,14.182,6.654,5.226,6.269,5.951,139.067,143.567,13.223,21.068,5.488,59.414,4.14
5011,4.563,22.177,32.833,64.16,5.299,74.109,34.344,6.701,5.594,6.723,6.393,148.221,152.271,24.802,5.491,15.682,44.248,4.935
5012,3.82,49.652,4.764,62.03,22.185,88.126,4.876,5.232,4.261,3.95,3.757,124.353,128.796,12.061,17.066,2.658,40.333,4.168
5013,3.753,24.175,21.434,53.209,14.911,72.02,18.447,5.975,4.74,5.89,5.605,128.627,133.064,12.227,22.861,4.666,28.399,4.13
5014,4.471,27.114,21.237,57.54,13.81,76.299,20.487,6.626,5.537,5.933,5.61,142.729,147.281,12.283,23.137,5.408,48.971,11.148
5015,4.715,42.047,5.18,56.694,5.834,67.403,26.396,6.646,5.922,5.642,5.38,129.237,133.131,21.352,4.873,16.442,6.452,
5016,4.538,41.06,12.303,62.449,5.06,72.384,25.853,6.931,14.037,6.418,6.076,141.553,146.658,4.085,25.02,4.195,9.015,6.288
5017,11.234,31.433,19.841,66.568,14.49,85.435,13.268,6.541,5.2,6.349,6.017,141.3,147.471,13.001,21.749,4.627,6.832,5.651
5018,4.717,47.47,6.608,63.541,6.182,74.444,27.068,5.416,14.017,6.283,5.978,139.695,145.08,25.077,5.503,5.261,15.86,3.806
5019,4.682,38.349,10.062,57.739,21.637,82.851,6.948,5.419,5.906,4.917,5.394,127.532,133.096,12.337,23.267,4.92,8.489,4.213
5020,4.228,20.702,25.025,60.577,4.569,69.233,28.843,5.403,5.972,5.634,14.126,138.726,144.978,25.528,5.596,5.769,15.652,4.816
